id,carat,cut,color,clarity,depth,table,x,y,z,price
8105,2.16,4,6,3,61.4,57.0,8.36,8.33,5.12,17263
8115,2.32,4,2,3,62.0,57.0,8.49,8.45,5.25,17676
8136,2.0,3,1,4,61.5,59.0,8.11,8.06,4.97,13675
8143,2.5,3,3,3,62.7,59.0,8.65,8.61,5.41,12071
8173,2.0,2,6,1,60.5,59.0,8.09,8.14,4.94,18709
8200,2.01,3,4,1,62.3,61.0,7.96,7.89,5.02,16242
8217,2.57,3,7,3,58.9,58.0,8.99,8.94,5.28,17924
8236,2.09,2,5,3,62.7,61.0,8.07,8.14,5.08,16824
8286,2.01,4,2,1,62.3,57.0,8.04,8.08,5.02,15680
8298,2.11,3,2,3,62.3,56.0,8.23,8.13,5.1,13701
8303,2.27,3,2,3,62.5,59.0,8.45,8.39,5.26,14937
8374,2.14,0,1,7,69.4,57.0,7.74,7.7,5.36,5405
8423,2.0,3,7,3,60.8,60.0,8.15,8.1,4.94,16484
8441,2.02,3,1,4,62.0,59.0,8.08,8.06,5.0,13812
8443,2.03,4,4,3,61.1,57.0,8.16,8.21,5.0,17182
8444,2.44,2,1,1,62.9,53.0,8.58,8.62,5.41,17472
8456,2.0,0,3,3,64.5,56.0,7.93,7.86,5.09,11655
8460,2.29,3,1,5,61.4,60.0,8.45,8.49,5.2,18426
8477,2.0,2,1,3,60.9,54.0,8.12,8.17,4.96,10907
8478,2.14,3,3,3,61.2,57.0,8.36,8.32,5.1,13421
8540,2.1,2,2,4,59.4,60.0,8.39,8.47,5.01,17837
8550,2.74,2,1,3,61.5,62.0,8.87,8.9,5.46,17164
8554,2.14,4,2,3,61.9,56.0,8.22,8.26,5.1,14321
8578,2.01,2,1,4,60.8,58.0,8.08,8.16,4.94,12968
8593,2.53,3,3,3,61.1,57.0,8.82,8.76,5.37,15148
8599,2.37,4,3,3,62.1,55.0,8.52,8.54,5.3,16937
8630,2.08,3,2,3,62.3,58.0,8.18,8.13,5.08,14947
8635,2.45,4,5,3,62.0,55.0,8.67,8.64,5.36,16589
8656,2.04,4,5,3,62.4,56.0,8.07,8.14,5.06,17049
8659,2.02,2,7,3,62.3,56.0,7.99,8.06,5.0,17263
8690,2.14,4,2,1,62.1,58.0,8.21,8.26,5.11,17213
8710,2.1,3,2,4,59.2,60.0,8.38,8.35,4.95,13753
8719,2.01,4,3,1,61.5,55.0,8.11,8.06,4.97,14837
8723,2.08,2,6,3,62.4,60.0,8.13,8.15,5.08,18128
8745,2.01,1,5,3,64.0,58.0,7.94,7.83,5.05,17313
8827,2.01,3,6,3,62.0,61.0,8.1,8.04,5.0,17179
8836,2.08,2,1,4,60.6,61.0,8.24,8.34,5.02,13732
8843,2.38,3,1,3,60.6,59.0,8.66,8.63,5.24,10716
8865,2.05,4,5,3,62.0,56.0,8.12,8.19,5.06,17957
8906,2.2,4,3,3,62.6,55.0,8.34,8.31,5.21,14408
8916,2.51,4,3,1,62.9,56.0,8.65,8.61,5.43,15324
8953,2.0,4,2,0,62.0,57.0,8.04,7.99,4.97,17607
9029,2.0,3,3,3,62.1,60.0,8.1,8.01,5.3,11202
9033,2.37,3,2,4,61.6,56.0,8.7,8.6,5.33,14837
9052,2.04,1,5,3,64.0,57.0,8.04,7.98,5.13,14936
9140,2.0,2,3,1,63.3,59.0,8.02,8.0,5.07,16872
9151,2.03,3,5,3,60.9,59.0,8.15,8.11,4.95,12021
9156,2.0,4,3,1,65.0,61.0,7.9,7.79,5.11,18604
9157,2.02,2,1,1,63.0,56.0,7.95,8.01,5.03,12267
9161,2.18,3,3,3,59.4,61.0,8.49,8.45,0.0,12631
9187,2.06,4,2,4,59.2,57.0,8.39,8.29,4.94,15691
9201,2.22,4,4,3,62.5,54.0,8.28,8.35,5.2,17123
9252,2.01,4,1,1,62.8,58.0,8.02,7.97,5.02,9725
9281,2.0,2,4,1,62.5,58.0,7.98,8.04,5.01,18186
9286,2.0,3,5,1,62.6,59.0,8.1,8.04,5.05,18493
9305,2.01,1,2,4,62.4,62.0,7.91,7.99,4.96,16304
9311,2.06,2,2,3,62.3,57.0,8.12,8.2,5.09,14298
9319,2.03,2,2,4,59.9,59.0,8.32,8.24,4.96,16422
9338,2.01,4,1,3,62.1,56.0,8.06,8.13,5.03,12814
9340,2.1,4,3,4,62.5,57.0,8.21,8.18,5.12,13403
9420,2.1,4,3,1,62.9,57.0,8.19,8.12,5.13,18648
9426,2.0,4,1,4,61.0,57.0,8.08,8.13,4.94,14323
9457,2.0,3,1,4,62.9,60.0,7.99,7.95,5.01,11966
9459,2.01,1,4,3,63.6,59.0,7.95,8.0,5.07,15832
9513,2.61,4,1,3,64.6,55.0,8.61,8.57,5.55,17209
9541,2.15,4,2,1,60.9,56.0,8.38,8.33,5.09,13006
9552,2.23,3,1,1,62.1,59.0,8.29,8.33,5.16,13069
9558,2.01,4,2,3,62.1,55.0,8.12,8.08,5.03,12349
9583,2.01,1,2,1,64.1,60.0,7.92,7.88,5.06,10184
9609,2.03,4,2,3,60.0,57.0,8.32,8.2,4.96,13182
9624,2.48,2,3,3,63.3,56.0,8.6,8.55,5.43,15746
9632,2.04,3,2,4,62.5,58.0,8.22,8.09,5.1,17028
9675,2.07,4,4,3,62.5,55.0,8.2,8.13,5.11,18804
9679,2.14,3,3,1,62.3,58.0,8.28,8.22,5.14,14490
9684,2.24,2,3,3,62.3,57.0,8.3,8.36,5.19,16077
9722,2.46,4,4,3,63.0,56.0,8.6,8.52,5.44,15745
9734,2.25,4,2,3,62.4,57.0,8.39,8.32,5.21,17143
9743,2.04,2,3,3,62.7,56.0,8.06,8.12,5.07,15618
9744,2.14,3,2,4,59.3,59.0,8.39,8.43,5.0,15418
9750,2.6,0,4,3,64.6,57.0,8.6,8.55,5.54,17027
9782,2.06,2,1,4,62.6,58.0,8.05,8.08,5.05,14119
9828,2.01,4,5,3,62.9,56.0,8.05,7.9,5.02,13201
9870,2.01,1,3,1,62.2,58.0,7.99,8.05,4.99,16737
9918,2.09,4,1,0,61.2,59.0,8.31,8.22,5.06,15172
10018,2.0,4,2,0,62.3,56.0,8.08,8.03,5.02,12907
10060,2.02,0,1,3,67.5,59.0,7.76,7.65,5.2,9095
10077,2.01,2,7,3,58.3,63.0,8.28,8.25,4.82,12639
10219,2.16,1,2,4,63.6,56.0,8.18,8.12,5.18,14266
10220,2.47,3,1,3,59.4,59.0,8.85,8.79,5.24,16532
10246,2.01,4,4,1,59.2,57.0,8.23,8.19,4.86,17492
10250,2.1,4,3,1,61.7,53.0,8.3,8.19,5.09,15035
10260,2.05,3,4,1,62.2,56.0,8.19,8.08,5.06,13767
10266,2.09,2,5,3,61.3,59.0,8.19,8.33,5.06,18509
10399,2.04,4,4,1,61.9,58.0,8.12,8.16,5.04,18153
10402,2.01,3,5,3,61.3,58.0,8.14,8.07,4.97,14067
10408,2.06,1,1,1,64.1,56.0,7.97,8.09,5.15,11746
10462,2.02,2,3,1,63.4,60.0,7.96,8.04,5.07,17672
10476,2.07,3,6,1,61.2,58.0,8.24,8.19,5.03,16957
10487,2.09,2,5,3,60.2,61.0,8.32,8.29,5.0,15773
10491,2.01,2,7,3,61.8,59.0,8.07,8.15,5.01,17079
10549,2.09,1,5,3,63.4,55.0,8.11,8.18,5.16,18472
10579,2.29,3,4,3,62.4,60.0,8.41,8.36,5.23,15366
10589,2.04,2,4,3,61.4,58.0,8.04,8.11,4.96,15092
10603,2.0,1,4,1,59.1,61.0,8.14,8.18,4.82,17930
10611,2.57,3,6,3,61.3,60.0,8.82,8.73,5.38,17116
10624,2.0,0,3,7,66.8,57.0,7.81,7.72,5.19,8064
10630,2.1,0,4,3,65.0,56.0,8.09,7.98,5.21,11923
10658,2.23,3,4,3,61.4,58.0,8.41,8.32,5.14,16805
10674,3.01,1,2,3,63.9,60.0,9.06,9.01,5.77,18242
10700,2.3,4,4,3,61.4,57.0,8.51,8.48,5.22,14744
10702,2.27,3,1,0,62.4,58.0,8.36,8.41,5.23,16994
10728,2.1,2,3,1,62.9,57.0,8.12,8.19,5.13,18480
10746,2.1,2,3,3,63.0,57.0,8.08,8.13,5.11,16479
10773,2.01,4,3,3,61.9,57.0,8.09,8.06,5.0,14167
10785,2.26,4,1,4,61.1,57.0,8.44,8.47,5.17,17010
10821,2.01,3,4,4,60.6,59.0,8.16,8.12,4.93,17057
10831,2.0,4,2,1,62.8,56.0,8.04,7.95,5.02,15043
10843,2.0,4,2,1,62.9,59.0,8.08,7.95,5.05,15218
10865,2.02,4,1,1,62.7,54.2,8.03,8.08,5.05,12884
10880,2.01,4,2,1,64.8,62.0,7.92,7.82,5.1,16287
10884,2.06,3,2,3,62.2,60.0,8.14,8.1,5.05,11190
10885,2.01,2,2,2,63.5,58.0,7.92,7.82,5.0,15952
10887,2.01,4,2,1,62.9,55.0,8.07,8.0,5.05,12606
10902,2.01,4,3,0,61.9,57.0,8.15,8.05,5.01,17983
10940,2.01,2,3,1,60.0,58.0,8.16,8.25,4.92,17095
10953,2.01,4,2,1,59.9,60.0,8.27,8.2,4.93,17126
10954,2.01,4,5,3,61.9,55.0,8.1,8.05,5.0,18395
10964,2.42,3,1,3,62.4,58.0,8.58,8.53,5.34,16198
10969,2.03,3,1,3,61.6,58.0,8.15,8.12,5.01,12380
10989,2.28,3,1,4,62.9,58.0,8.42,8.34,5.27,16564
11020,2.02,3,4,3,61.0,58.0,8.15,8.22,4.99,15498
11113,2.01,2,6,3,59.3,61.0,8.14,8.19,4.84,17759
11117,2.23,3,1,4,61.0,58.0,8.39,8.36,5.11,14867
11126,2.01,1,5,3,62.9,58.0,7.89,8.01,5.0,16013
11203,2.06,1,3,7,64.3,58.0,8.03,7.99,5.15,6091
11247,2.04,3,2,3,60.3,60.0,8.26,8.19,4.96,14660
11249,2.01,2,2,4,62.5,58.0,7.97,8.05,5.01,15819
11299,2.14,0,5,3,64.8,60.0,8.11,8.0,5.22,13825
11304,2.04,2,3,3,63.2,58.0,8.1,8.0,5.09,13790
11306,2.0,1,3,4,63.8,59.0,7.88,8.01,5.07,18023
11333,2.01,2,1,1,60.3,58.0,8.11,8.17,4.91,12392
11348,2.08,4,2,4,62.0,56.0,8.16,8.18,5.06,17916
11360,2.24,4,3,3,61.4,56.0,8.38,8.43,5.16,16300
11367,2.02,1,2,4,57.9,62.0,8.25,8.3,4.79,16789
11372,2.1,2,4,3,63.4,58.0,8.19,8.12,5.17,13007
11380,2.5,4,1,3,63.8,53.0,8.56,8.5,5.45,15246
11469,2.25,0,3,7,67.7,58.0,8.01,7.97,5.41,6653
11517,2.2,3,2,3,61.8,54.0,8.45,8.4,5.2,13719
11521,4.01,3,1,7,62.5,62.0,10.02,9.94,6.24,15223
11555,2.01,2,3,3,63.4,58.0,8.01,7.94,5.06,12617
11579,2.06,0,1,0,64.6,58.0,7.91,8.04,5.15,14750
11596,2.02,2,4,3,63.3,57.0,8.03,7.96,5.06,9853
11620,2.04,3,3,1,63.0,58.0,8.1,8.03,5.08,18115
11628,2.18,2,2,3,58.9,60.0,8.51,8.55,5.02,15684
11637,2.14,3,4,3,60.4,59.0,8.32,8.38,5.04,17513
11651,2.01,4,4,1,62.1,57.0,8.07,8.09,5.02,18736
11652,2.36,4,2,3,62.8,55.0,8.47,8.5,5.33,16707
11679,2.01,4,1,0,60.9,56.0,8.14,8.18,4.97,16319
11735,2.25,3,7,3,60.4,59.0,8.54,8.48,5.13,18007
11763,2.25,3,2,3,61.9,59.0,8.42,8.35,5.19,11114
11785,2.07,2,3,1,59.8,58.0,8.23,8.26,4.93,17019
11883,2.14,4,3,1,61.5,57.0,8.36,8.29,5.12,18528
11895,2.05,4,1,2,62.7,56.0,8.18,8.11,5.11,17214
11943,2.14,4,4,3,62.9,56.0,8.18,8.14,5.13,14359
11965,2.01,3,1,1,61.7,60.0,8.12,8.09,5.0,9793
11970,2.02,4,1,0,61.8,57.0,8.06,8.13,5.0,16397
11979,2.0,3,4,3,60.7,60.0,8.13,8.07,4.92,10833
11995,2.01,3,1,3,62.0,59.0,8.04,8.1,5.0,12403
12002,2.01,2,5,1,63.4,58.0,8.03,7.96,5.07,13275
12026,2.35,3,1,0,60.7,60.0,8.64,8.6,5.23,14399
12055,2.01,3,6,1,60.4,61.0,8.05,7.98,4.84,12898
12116,2.01,3,2,1,62.4,61.0,8.01,7.99,4.99,15528
12117,2.0,2,1,4,60.8,62.0,8.09,8.12,4.93,13043
12134,2.33,2,1,4,61.8,59.0,8.41,8.56,5.24,14801
12158,2.14,2,7,3,60.3,60.0,8.31,8.43,5.05,18526
12289,2.0,2,1,0,61.0,51.6,8.14,8.18,4.97,13203
12314,2.33,2,3,3,63.2,56.0,8.44,8.35,5.31,13500
12331,2.02,0,3,1,56.2,61.0,8.8,8.33,4.81,15695
12386,2.03,2,2,1,62.2,59.0,8.03,8.09,5.01,16693
12389,2.19,4,7,3,61.8,57.0,8.23,8.49,5.17,18693
12413,5.01,0,1,7,65.5,59.0,10.74,10.54,6.98,18018
12420,3.0,3,2,3,60.7,59.0,9.3,9.14,5.6,16970
12442,3.01,3,4,3,59.8,58.0,9.44,9.37,5.62,14220
12457,2.0,0,3,7,69.8,54.0,7.6,7.56,5.29,5914
12468,2.01,3,4,4,61.4,58.0,8.11,7.99,4.94,17987
12508,2.27,0,1,7,67.6,55.0,8.05,8.0,5.43,5733
12533,2.14,3,5,3,58.2,61.0,8.5,8.45,4.93,17742
12569,2.0,1,1,1,64.1,58.0,7.85,7.79,5.01,9193
12579,2.0,2,5,1,63.3,56.0,8.0,7.93,5.04,15851
12581,2.01,2,5,3,61.6,56.0,8.17,8.13,5.02,15188
12593,4.01,3,2,7,61.0,61.0,10.14,10.1,6.17,15223
12609,2.01,4,4,3,61.5,55.0,8.15,8.11,5.0,11602
12625,2.02,3,2,3,59.4,59.0,8.21,8.25,4.89,14211
12626,2.52,0,1,3,65.1,56.0,8.51,8.43,5.51,15776
12700,2.01,4,2,0,62.5,56.0,8.08,8.02,5.03,17068
12703,2.02,3,4,3,60.1,59.0,8.21,8.29,4.96,16944
12730,2.02,4,3,4,62.6,57.0,8.01,7.97,5.0,14182
12770,2.01,2,2,4,59.2,62.0,8.14,8.17,4.83,16626
12784,2.0,2,5,1,57.9,60.0,8.28,8.34,4.81,18759
12799,2.03,3,3,3,58.1,59.0,8.36,8.31,4.86,10879
12805,2.07,4,3,1,60.6,56.0,8.38,8.3,5.05,14935
12819,2.26,4,3,3,62.2,56.0,8.38,8.35,5.2,17312
12871,2.01,4,2,1,62.5,57.0,8.08,8.01,5.03,15140
12916,2.02,4,3,3,62.1,56.0,8.13,8.09,5.04,12485
12936,2.01,1,2,4,63.6,57.0,7.95,7.87,5.03,16149
12950,2.0,1,1,0,62.4,58.0,8.01,8.08,5.02,14973
12980,2.01,3,5,3,60.3,60.0,8.11,8.08,4.88,16881
12998,2.06,3,5,3,61.7,59.0,8.21,8.13,5.04,16857
13021,2.32,4,3,1,62.6,57.0,8.46,8.52,5.32,18080
13083,2.51,1,4,3,59.5,65.0,8.87,8.74,5.24,14251
13133,2.09,4,3,1,60.6,57.0,8.34,8.29,5.04,14383
13137,2.5,4,1,3,64.0,55.0,8.56,8.48,5.46,14502
13192,2.09,3,5,3,61.2,57.0,8.26,8.21,5.04,12377
13212,2.01,2,3,1,58.2,63.0,8.32,8.23,4.82,18027
13216,2.01,2,3,1,60.6,62.0,8.05,8.08,4.89,16582
13304,2.1,0,5,3,59.5,69.0,8.35,8.25,4.94,16506
13317,2.47,3,2,3,62.5,56.0,8.65,8.6,5.39,14970
13323,2.02,3,3,1,62.2,59.0,8.09,8.05,5.02,14574
13364,2.01,1,5,3,62.2,57.0,7.91,7.97,4.94,16410
13387,2.08,2,3,3,59.0,59.0,8.37,8.41,4.95,15696
13427,2.0,4,4,3,62.2,57.0,8.13,8.0,5.02,11988
13441,2.17,3,1,3,62.3,60.0,8.33,8.2,5.15,13395
13461,2.02,2,1,3,59.2,60.0,8.27,8.39,4.91,11757
13467,2.01,3,2,4,60.3,58.0,8.22,8.16,4.94,17826
13476,2.01,2,2,3,61.4,63.0,8.19,7.96,4.96,10009
13493,2.75,4,7,7,60.9,57.0,9.04,8.98,5.49,13156
13499,2.0,0,1,4,65.4,58.0,7.96,7.75,5.14,11966
13503,2.0,0,2,3,66.8,55.0,7.75,7.71,5.16,8037
13528,2.2,3,4,3,60.4,60.0,8.44,8.36,5.08,15897
13534,2.17,2,2,1,62.1,61.0,8.24,8.27,5.13,15760
13642,2.0,3,7,3,61.0,58.0,8.06,7.97,4.89,14406
13663,2.02,2,3,4,61.5,59.0,8.08,8.21,5.01,17887
13718,2.11,0,2,1,67.2,60.0,7.86,7.8,5.26,15282
13725,2.01,3,4,3,59.8,58.0,8.21,8.15,4.89,15977
13733,2.01,3,3,3,60.5,61.0,8.14,8.09,4.91,16287
13751,2.0,3,4,3,62.9,58.0,7.98,7.92,5.0,13420
13756,2.13,3,3,3,62.4,56.0,8.26,8.19,5.13,12753
13773,2.01,2,2,3,59.5,58.0,8.18,8.21,4.88,13669
13808,2.68,2,2,7,63.5,56.0,8.81,8.77,5.58,9665
13853,2.06,3,4,3,60.7,58.0,8.18,8.25,4.99,13908
13873,2.48,0,2,3,56.7,66.0,8.88,8.64,4.99,15030
13914,2.25,4,2,3,60.5,56.0,8.49,8.54,5.15,16575
13961,2.38,3,1,1,62.4,58.0,8.54,8.46,5.31,12364
13962,2.3,1,2,3,63.8,55.0,8.4,8.35,5.34,12944
14001,2.31,2,1,3,60.7,63.0,8.52,8.48,5.16,12369
14024,2.06,1,2,1,59.0,64.0,8.39,8.13,4.89,14920
14084,2.01,4,4,4,63.0,56.0,8.0,7.93,5.02,18172
14126,2.0,0,3,1,65.6,58.0,7.92,7.76,5.15,15762
14238,2.01,4,6,3,62.1,57.0,8.0,7.88,4.93,13387
14253,2.21,4,4,3,60.2,60.0,8.38,8.47,5.07,18128
14261,2.03,2,6,3,63.7,58.0,7.91,7.94,5.05,16412
14266,2.09,3,5,3,61.3,59.0,8.19,8.15,5.01,12377
14270,2.3,4,3,3,61.6,56.0,8.48,8.52,5.24,18304
14283,2.48,2,2,3,63.0,62.0,8.58,8.62,5.42,17448
14350,2.02,3,2,3,61.1,61.0,8.11,8.08,4.95,13991
14351,2.23,3,1,3,60.5,61.0,8.47,8.4,5.1,12770
14374,2.08,4,6,3,60.2,60.0,8.28,8.32,5.0,18128
14431,2.01,4,6,3,62.2,57.0,8.09,8.04,5.02,17849
14438,3.5,4,3,7,62.8,57.0,9.65,9.59,6.03,12587
14444,2.07,3,3,1,61.2,60.0,8.2,8.12,4.99,14476
14467,2.03,2,7,3,63.1,58.0,8.02,7.98,5.05,13858
14473,2.36,1,1,3,58.9,64.0,8.75,8.68,5.14,12286
14522,2.0,0,2,0,66.3,54.0,7.98,7.88,5.26,12907
14523,2.14,3,4,3,60.7,59.0,8.37,8.31,5.06,13540
14542,2.06,3,4,1,61.5,58.0,8.2,8.15,5.03,18439
14546,2.01,1,7,3,64.6,55.0,7.85,7.98,5.11,15394
14554,2.1,3,3,3,60.4,59.0,8.28,8.33,5.02,16479
14566,2.05,3,3,4,61.8,60.0,8.19,8.14,5.05,18318
14578,2.37,4,1,1,61.9,55.0,8.53,8.56,5.29,18508
14581,2.09,2,3,1,61.1,56.0,8.23,8.3,5.05,18392
14656,2.0,2,1,1,63.3,59.0,7.95,7.89,5.01,11189
14694,2.03,3,3,4,62.6,59.0,8.06,8.1,5.06,17975
14741,2.03,3,2,3,63.0,56.0,8.12,8.05,5.09,13182
14743,2.52,0,3,3,65.4,59.0,8.49,8.42,5.53,13846
14768,2.09,3,4,3,59.8,59.0,8.37,8.32,4.99,14024
14775,2.02,4,2,4,61.5,58.0,8.19,8.11,5.01,16018
14787,2.2,3,3,3,61.5,58.0,8.44,8.38,5.18,12747
14792,2.01,4,5,3,62.2,56.0,8.05,8.08,5.02,17078
14831,2.03,1,2,1,62.7,61.0,8.04,7.93,5.01,15339
14838,2.2,1,3,3,63.6,58.0,8.21,8.17,5.21,13919
14855,2.11,2,7,3,60.9,60.0,8.21,8.28,5.02,18407
14873,2.51,3,1,3,59.3,58.0,8.83,8.87,5.25,16278
14876,2.01,3,2,3,62.1,60.0,8.1,8.03,5.01,9658
14888,2.01,4,2,3,62.3,57.0,8.06,8.08,5.03,13796
14996,2.17,2,3,3,58.8,62.0,8.48,8.53,5.0,14625
15003,2.05,2,3,1,62.5,57.0,8.09,8.07,5.05,17811
15029,2.05,2,4,1,63.4,58.0,8.03,7.96,5.07,12515
15040,2.3,3,2,4,61.8,60.0,8.47,8.39,5.21,18239
15067,2.03,2,2,3,62.8,59.0,8.04,8.08,5.06,13063
15069,2.04,3,1,4,61.4,59.0,8.04,8.14,4.97,13477
15113,2.09,1,2,1,57.9,63.0,8.37,8.46,4.87,16294
15147,2.01,1,3,3,63.1,55.0,7.99,8.09,5.07,13849
15173,2.16,2,1,1,61.4,58.0,8.29,8.31,5.1,14715
15176,2.11,4,2,1,62.0,55.0,8.23,8.18,5.09,15282
15196,2.11,3,1,3,61.0,58.0,8.29,8.2,5.03,12554
15279,2.01,3,3,1,58.5,58.0,8.3,8.25,4.84,16956
15309,2.05,3,3,3,62.5,58.0,8.12,8.08,5.06,16431
15339,2.2,3,3,3,61.1,59.0,8.41,8.35,5.12,16996
15366,2.01,2,1,3,60.6,60.0,8.11,8.19,4.94,11406
15389,2.0,3,4,1,59.0,62.0,6.16,6.15,4.82,14918
15391,2.28,2,2,3,62.9,57.0,8.34,8.41,5.27,16041
15425,2.02,3,2,0,61.2,59.0,8.13,8.05,4.95,17153
15486,2.21,3,5,3,59.6,60.0,8.53,8.49,5.07,16657
15514,2.48,3,2,3,63.0,62.0,8.62,8.58,5.42,17607
15548,2.22,4,2,4,61.3,56.0,8.36,8.45,5.15,18363
15559,2.02,4,2,1,61.9,58.0,8.07,8.18,5.03,15942
15560,2.15,2,1,1,62.4,60.0,8.18,8.24,5.12,13622
15561,2.0,3,3,3,60.7,60.0,8.11,8.07,4.91,15451
15617,2.0,3,6,3,60.3,58.0,8.15,8.08,4.89,12987
15669,2.03,3,2,4,58.5,60.0,8.37,8.34,4.89,16309
15688,2.0,3,2,4,59.5,62.0,8.21,8.13,4.86,15651
15697,2.1,4,4,3,61.3,55.0,8.19,8.25,5.04,18312
15700,2.03,3,7,3,61.7,58.0,8.14,8.1,5.01,13229
15712,2.01,4,5,3,61.7,56.0,8.12,8.16,5.02,18394
15724,2.51,3,1,4,62.2,58.0,8.73,8.67,5.41,18020
15761,2.12,3,3,3,61.5,59.0,8.26,8.21,5.06,13307
15770,2.01,3,3,1,62.7,59.0,8.03,8.08,5.05,17688
15777,2.01,1,1,1,59.6,61.0,8.08,8.14,4.83,11703
15793,2.01,3,2,1,60.5,58.0,8.2,8.06,4.92,12829
15810,2.02,2,4,3,63.1,56.0,8.06,8.02,5.07,15848
15816,2.01,3,6,3,62.2,60.0,8.02,7.96,4.97,13387
15822,2.08,4,1,3,62.3,55.0,8.23,8.17,5.11,12179
