id,carat,cut,color,clarity,depth,table,price
13364,2.01,1,5,3,62.2,57.0,16410
13387,2.08,2,3,3,59.0,59.0,15696
13427,2.0,4,4,3,62.2,57.0,11988
13441,2.17,3,1,3,62.3,60.0,13395
13461,2.02,2,1,3,59.2,60.0,11757
13467,2.01,3,2,4,60.3,58.0,17826
13476,2.01,2,2,3,61.4,63.0,10009
13493,2.75,4,7,7,60.9,57.0,13156
13499,2.0,0,1,4,65.4,58.0,11966
13503,2.0,0,2,3,66.8,55.0,8037
13528,2.2,3,4,3,60.4,60.0,15897
13534,2.17,2,2,1,62.1,61.0,15760
13642,2.0,3,7,3,61.0,58.0,14406
13663,2.02,2,3,4,61.5,59.0,17887
13718,2.11,0,2,1,67.2,60.0,15282
13725,2.01,3,4,3,59.8,58.0,15977
13733,2.01,3,3,3,60.5,61.0,16287
13751,2.0,3,4,3,62.9,58.0,13420
13756,2.13,3,3,3,62.4,56.0,12753
13773,2.01,2,2,3,59.5,58.0,13669
13808,2.68,2,2,7,63.5,56.0,9665
13853,2.06,3,4,3,60.7,58.0,13908
13873,2.48,0,2,3,56.7,66.0,15030
13914,2.25,4,2,3,60.5,56.0,16575
13961,2.38,3,1,1,62.4,58.0,12364
13962,2.3,1,2,3,63.8,55.0,12944
14001,2.31,2,1,3,60.7,63.0,12369
14024,2.06,1,2,1,59.0,64.0,14920
14084,2.01,4,4,4,63.0,56.0,18172
14126,2.0,0,3,1,65.6,58.0,15762
14238,2.01,4,6,3,62.1,57.0,13387
14253,2.21,4,4,3,60.2,60.0,18128
14261,2.03,2,6,3,63.7,58.0,16412
14266,2.09,3,5,3,61.3,59.0,12377
14270,2.3,4,3,3,61.6,56.0,18304
14283,2.48,2,2,3,63.0,62.0,17448
14350,2.02,3,2,3,61.1,61.0,13991
14351,2.23,3,1,3,60.5,61.0,12770
14374,2.08,4,6,3,60.2,60.0,18128
14431,2.01,4,6,3,62.2,57.0,17849
14438,3.5,4,3,7,62.8,57.0,12587
14444,2.07,3,3,1,61.2,60.0,14476
14467,2.03,2,7,3,63.1,58.0,13858
14473,2.36,1,1,3,58.9,64.0,12286
14522,2.0,0,2,0,66.3,54.0,12907
14523,2.14,3,4,3,60.7,59.0,13540
14542,2.06,3,4,1,61.5,58.0,18439
14546,2.01,1,7,3,64.6,55.0,15394
14554,2.1,3,3,3,60.4,59.0,16479
14566,2.05,3,3,4,61.8,60.0,18318
14578,2.37,4,1,1,61.9,55.0,18508
14581,2.09,2,3,1,61.1,56.0,18392
14656,2.0,2,1,1,63.3,59.0,11189
14694,2.03,3,3,4,62.6,59.0,17975
14741,2.03,3,2,3,63.0,56.0,13182
14743,2.52,0,3,3,65.4,59.0,13846
14768,2.09,3,4,3,59.8,59.0,14024
14775,2.02,4,2,4,61.5,58.0,16018
14787,2.2,3,3,3,61.5,58.0,12747
14792,2.01,4,5,3,62.2,56.0,17078
14831,2.03,1,2,1,62.7,61.0,15339
14838,2.2,1,3,3,63.6,58.0,13919
14855,2.11,2,7,3,60.9,60.0,18407
14873,2.51,3,1,3,59.3,58.0,16278
14876,2.01,3,2,3,62.1,60.0,9658
14888,2.01,4,2,3,62.3,57.0,13796
14996,2.17,2,3,3,58.8,62.0,14625
15003,2.05,2,3,1,62.5,57.0,17811
15029,2.05,2,4,1,63.4,58.0,12515
15040,2.3,3,2,4,61.8,60.0,18239
15067,2.03,2,2,3,62.8,59.0,13063
15069,2.04,3,1,4,61.4,59.0,13477
15113,2.09,1,2,1,57.9,63.0,16294
15147,2.01,1,3,3,63.1,55.0,13849
15173,2.16,2,1,1,61.4,58.0,14715
15176,2.11,4,2,1,62.0,55.0,15282
15196,2.11,3,1,3,61.0,58.0,12554
15279,2.01,3,3,1,58.5,58.0,16956
15309,2.05,3,3,3,62.5,58.0,16431
15339,2.2,3,3,3,61.1,59.0,16996
15366,2.01,2,1,3,60.6,60.0,11406
15389,2.0,3,4,1,59.0,62.0,14918
15391,2.28,2,2,3,62.9,57.0,16041
15425,2.02,3,2,0,61.2,59.0,17153
15486,2.21,3,5,3,59.6,60.0,16657
15514,2.48,3,2,3,63.0,62.0,17607
15548,2.22,4,2,4,61.3,56.0,18363
15559,2.02,4,2,1,61.9,58.0,15942
15560,2.15,2,1,1,62.4,60.0,13622
15561,2.0,3,3,3,60.7,60.0,15451
15617,2.0,3,6,3,60.3,58.0,12987
15669,2.03,3,2,4,58.5,60.0,16309
15688,2.0,3,2,4,59.5,62.0,15651
15697,2.1,4,4,3,61.3,55.0,18312
15700,2.03,3,7,3,61.7,58.0,13229
15712,2.01,4,5,3,61.7,56.0,18394
15724,2.51,3,1,4,62.2,58.0,18020
15761,2.12,3,3,3,61.5,59.0,13307
15770,2.01,3,3,1,62.7,59.0,17688
15777,2.01,1,1,1,59.6,61.0,11703
15793,2.01,3,2,1,60.5,58.0,12829
15810,2.02,2,4,3,63.1,56.0,15848
15816,2.01,3,6,3,62.2,60.0,13387
15822,2.08,4,1,3,62.3,55.0,12179
15882,2.02,3,2,3,59.4,59.0,14341
15978,2.01,1,6,3,62.3,61.0,17115
15992,2.16,3,2,4,58.7,60.0,18481
16034,2.14,2,2,4,62.8,59.0,15931
16049,2.13,3,1,4,59.6,59.0,15110
16058,2.0,2,3,1,63.2,54.0,13320
16072,2.0,4,3,7,62.5,57.0,7204
16082,2.15,3,4,3,61.2,58.0,11985
16104,2.01,2,3,1,62.6,59.0,16901
16143,2.4,3,5,3,62.6,59.0,16797
16144,2.75,3,3,3,60.5,61.0,15415
16202,2.03,2,2,1,62.3,60.0,16392
16236,2.0,3,4,3,60.3,57.0,12388
16249,2.01,2,1,1,62.2,59.0,12084
16256,2.52,4,2,1,61.5,56.0,17231
16263,2.01,4,2,1,61.9,56.0,14558
16310,2.1,3,1,3,59.1,58.0,12494
16326,2.5,3,3,3,62.4,59.0,15934
16364,2.08,4,2,3,62.3,56.0,15132
16368,2.03,4,4,3,62.2,57.0,12573
16372,2.19,1,2,3,63.7,57.0,11756
16380,2.02,1,5,3,57.1,60.0,12615
16473,2.31,2,2,1,62.5,55.0,17715
16536,2.0,2,3,1,63.3,59.0,17760
16569,3.01,1,3,3,57.6,64.0,18593
16622,2.5,3,2,3,59.0,60.0,18447
16623,2.01,2,3,3,63.2,57.0,14150
16643,2.02,3,1,3,62.7,60.0,11463
16650,2.37,4,1,4,62.2,57.0,16059
16675,2.01,1,2,1,59.4,63.0,14597
16859,2.1,4,2,1,61.7,55.0,13182
16979,2.8,3,2,3,61.1,59.0,15030
16984,2.47,4,1,3,62.1,57.0,15430
17031,2.02,2,3,4,62.7,58.0,18398
17061,2.03,3,6,1,62.9,57.0,16629
17097,2.06,4,2,3,62.4,55.0,14120
17115,2.12,4,1,1,62.1,56.0,14503
17131,2.18,3,1,3,62.6,58.0,12970
17139,2.01,3,1,1,60.5,59.0,12690
17158,2.3,4,2,4,62.6,56.0,18190
17185,2.09,4,2,4,62.5,56.0,17999
17218,2.28,1,1,3,63.6,57.0,9068
17221,2.01,1,3,1,60.9,65.0,15618
17239,2.19,4,2,3,62.5,56.0,15254
17271,2.02,3,3,4,62.7,53.0,18207
17288,2.0,2,1,3,62.8,57.0,11510
17289,2.03,4,3,3,61.6,55.0,16642
17296,2.04,3,5,3,60.2,58.0,18231
17367,2.02,2,1,1,59.8,59.9,12598
17391,2.01,3,1,1,60.9,58.0,12048
17410,2.19,3,1,3,61.8,60.0,13355
17428,2.0,2,2,1,58.5,58.0,15249
17442,2.2,3,2,4,58.9,60.0,17905
17451,2.01,3,3,4,61.6,61.0,17191
17478,2.02,1,2,0,65.5,57.0,15765
17494,2.0,1,4,4,64.1,55.0,17898
17536,2.01,3,3,1,60.9,59.0,16733
17565,2.0,2,3,1,62.8,57.0,18803
17583,2.03,4,3,3,61.9,57.0,11379
17607,2.06,4,3,3,62.0,57.0,11040
17651,2.12,4,3,3,61.4,57.0,12284
17667,2.1,3,1,6,61.3,58.0,17606
17672,2.02,2,1,1,63.5,60.0,12915
17698,2.01,2,3,3,63.2,59.0,12229
17758,2.26,2,3,3,63.1,58.0,13797
17800,2.27,0,4,7,68.6,56.0,7131
17813,2.42,3,1,3,62.3,58.0,16198
17821,2.0,2,7,3,60.0,56.0,17953
17825,2.05,3,2,4,60.8,58.0,16896
17830,2.24,4,2,1,60.5,59.0,18299
17831,2.1,0,4,3,65.2,56.0,13007
17847,2.12,3,2,4,61.5,58.0,17254
17872,2.0,1,4,1,64.2,59.0,17740
17879,2.0,4,2,3,59.8,55.0,11255
17890,2.16,4,5,7,61.0,57.0,9036
17895,2.01,1,2,1,63.8,57.0,13976
17902,2.74,0,1,7,64.9,61.0,8807
17970,2.02,4,1,3,62.2,57.0,12736
17979,2.02,2,7,3,60.6,57.0,15334
18051,2.01,0,4,3,63.8,59.0,14799
18052,2.23,3,2,4,61.2,58.0,18149
18061,2.04,2,4,3,59.9,58.0,16389
18066,2.0,3,4,1,59.3,60.0,14918
18077,2.12,4,2,4,62.7,56.0,17068
18116,2.52,3,5,3,60.6,60.0,18179
18141,2.3,3,2,3,61.3,58.0,11051
18165,2.01,4,1,1,62.1,56.0,12048
18225,2.05,3,2,3,62.1,59.0,9850
18265,2.0,2,2,4,63.5,59.0,15025
18271,4.0,2,2,7,63.3,58.0,15984
18274,2.5,0,4,3,67.0,57.0,14194
18298,2.16,4,1,1,63.0,55.0,14691
18301,2.0,2,3,1,62.2,57.0,15745
18344,2.0,3,3,1,63.0,54.0,14319
18362,2.05,4,5,3,62.2,57.0,12743
18388,2.04,2,2,1,63.6,60.0,16420
18405,2.03,3,3,3,61.6,58.0,16075
18417,2.01,2,4,3,61.3,60.0,13940
18441,2.19,4,2,3,61.5,57.0,15509
18486,2.01,3,2,4,60.5,60.0,16778
18566,2.01,2,3,3,63.4,57.0,16111
18595,2.49,0,1,7,66.3,58.0,6289
18616,2.38,3,3,0,60.9,59.0,18522
18646,3.0,0,3,7,67.1,57.0,8044
18678,2.06,3,4,3,61.8,58.0,16437
18742,2.01,4,3,1,61.9,60.0,17892
18801,2.22,2,2,3,63.2,57.0,16547
18808,3.01,4,1,3,61.7,58.0,16037
18839,2.01,2,2,4,62.1,60.0,15919
18859,2.03,3,1,3,60.4,59.0,9435
18911,2.01,1,3,1,63.9,59.0,15467
18912,2.03,4,1,0,62.5,57.0,14579
18933,3.04,3,2,3,59.3,60.0,18559
18946,2.0,3,1,4,60.8,62.0,13162
18952,2.5,1,1,4,62.0,58.0,18325
18956,2.17,4,3,3,62.0,56.0,17805
18979,2.01,1,2,1,58.8,60.0,16731
19019,2.06,3,2,3,61.8,58.0,14803
19076,2.01,3,4,3,59.0,60.0,16733
19124,2.01,3,3,1,62.3,58.0,17235
19128,2.0,1,6,3,57.3,65.0,13320
19169,2.2,4,1,4,61.6,57.0,15384
19187,2.03,3,1,3,61.6,58.0,12268
19190,2.0,3,3,1,60.1,61.0,15984
19211,2.17,3,3,1,62.3,58.0,13248
19280,2.03,4,4,1,60.0,55.8,18757
19327,2.33,4,2,4,62.4,57.0,15073
19357,2.02,4,3,3,63.0,57.0,15974
19386,2.07,2,2,1,62.3,60.0,15847
19402,2.02,4,4,4,61.7,53.0,18077
19415,2.2,3,1,0,61.7,59.0,15064
19430,2.0,3,2,4,60.7,60.0,16544
19431,2.01,3,2,4,61.6,61.0,16149
19469,2.02,3,2,3,58.0,58.0,13117
19471,2.34,3,2,1,61.7,60.0,15818
19494,2.0,4,5,7,60.3,56.0,10494
19520,2.0,3,4,3,61.7,60.0,11355
19526,2.18,1,3,3,60.4,64.0,16690
19527,2.36,4,3,3,61.8,56.0,14146
19531,2.05,2,1,0,61.4,58.5,16641
19552,2.4,2,2,3,60.6,58.5,17955
19560,2.16,2,5,3,62.4,59.0,18678
19584,2.01,4,3,4,63.0,55.0,15395
19595,2.01,3,1,0,60.2,61.0,12963
19664,2.01,3,5,1,59.5,58.0,14502
19686,2.01,2,2,0,59.7,63.0,17751
19715,2.2,4,2,3,62.2,56.0,13512
19739,2.44,2,1,4,58.1,60.0,18430
19764,2.52,3,2,1,58.5,59.0,18252
19775,2.06,2,4,3,59.0,58.0,15938
19808,2.09,3,1,3,60.0,60.0,13212
19860,2.2,3,1,3,60.9,60.0,13065
19896,2.07,1,2,1,63.6,58.0,13993
19922,2.09,4,4,4,61.8,57.0,17051
19941,2.2,3,2,3,63.0,59.0,15238
19971,2.0,2,5,1,63.6,58.0,16580
19988,2.06,4,2,3,61.4,57.0,10728
19995,2.0,1,6,3,64.7,57.0,15393
20031,2.11,3,4,1,61.6,59.0,17816
20037,3.01,3,2,7,62.7,58.0,8040
20050,2.21,3,4,3,60.7,62.0,15970
20058,2.04,2,3,1,63.0,58.0,17952
20089,2.04,3,3,1,58.1,60.0,18795
20105,2.38,3,4,3,62.4,58.0,14648
20119,2.41,1,2,3,57.7,61.0,17923
20167,2.15,4,3,3,61.8,57.0,17063
20182,2.29,3,3,4,61.6,60.0,17539
20190,2.53,3,3,1,62.1,59.0,18254
20214,2.28,4,4,3,61.6,57.0,13907
20373,2.41,3,3,3,58.7,61.0,15248
20402,2.04,3,5,3,60.2,58.0,18066
20461,2.03,4,3,1,60.8,57.0,18026
20471,2.01,2,2,4,62.5,61.0,15675
20489,2.13,2,4,3,57.9,60.0,16462
20494,2.24,3,1,3,62.2,59.0,13827
20513,2.21,3,5,1,62.1,59.0,16804
20552,2.01,2,6,1,62.7,57.0,17676
20579,2.5,0,4,7,64.7,57.0,7854
20583,2.01,2,1,1,59.3,62.0,12257
20594,2.31,3,1,6,62.1,58.0,16100
20601,2.35,3,2,1,61.8,58.0,14185
20630,2.02,2,4,3,62.8,55.0,15877
20650,2.02,4,2,0,62.3,59.0,17936
20695,2.05,3,4,3,58.7,60.0,17988
20707,2.0,0,7,1,64.8,58.0,15540
20734,2.11,4,2,0,61.9,57.0,16723
20753,2.06,4,4,3,62.3,56.0,18293
20782,2.2,4,1,1,61.5,57.0,14593
20797,2.32,0,3,7,70.5,55.0,6860
20827,2.09,2,2,3,63.0,57.0,14704
20861,3.01,0,2,3,65.8,56.0,18242
20878,2.18,4,1,4,62.2,55.0,16427
20893,2.04,2,3,3,60.0,60.0,16319
20911,2.08,4,3,1,58.7,60.0,18760
20923,2.0,0,5,7,64.9,57.0,7258
21005,2.13,3,3,3,62.3,57.0,17073
21008,2.01,1,3,7,63.9,59.0,7024
21045,2.0,3,3,3,62.5,58.0,12940
21054,2.02,4,3,3,62.4,56.0,12680
21083,2.04,1,1,4,59.6,56.0,13550
21091,2.0,3,2,3,58.6,61.0,14199
21147,2.29,3,2,4,60.8,60.0,18823
21162,2.45,2,3,3,63.5,58.0,11830
21214,2.22,4,1,0,61.8,59.0,16689
21217,2.18,2,1,1,62.9,59.0,13812
21241,2.22,4,4,3,60.9,57.0,15584
21299,2.02,2,1,4,62.6,58.0,13499
21309,2.04,3,3,3,60.8,58.0,14945
21321,2.07,4,3,3,62.3,59.0,15036
21335,2.15,4,3,3,61.8,57.0,17219
21341,2.3,4,3,3,62.6,54.0,18108
21352,2.02,2,3,3,63.1,54.0,13655
21365,2.01,4,4,3,61.0,54.0,16922
21367,2.17,3,5,3,59.3,61.0,13084
21370,2.09,2,5,3,63.4,55.0,18640
21382,2.07,4,3,3,61.9,55.0,15475
21393,2.2,4,4,3,59.9,57.0,14691
21425,2.11,2,2,3,63.8,54.0,12937
21471,2.72,4,3,7,59.6,55.0,11594
21512,2.07,2,1,4,61.3,56.0,13495
21535,2.0,3,2,4,60.7,60.0,16694
21552,2.02,3,2,3,61.4,57.0,13642
21554,2.03,3,1,3,61.7,61.0,12078
21668,2.01,2,2,4,59.6,60.0,16304
21684,2.01,2,6,3,60.6,59.0,17118
21691,2.0,0,5,7,66.1,57.0,6532
21692,2.0,4,2,3,61.7,56.0,15092
21760,2.51,2,3,3,63.6,58.0,18029
21772,2.04,3,4,1,60.7,62.0,15217
21782,2.04,2,3,3,60.8,58.0,14810
21783,2.1,0,4,7,64.6,58.0,6597
21799,2.52,3,3,3,62.4,57.0,17522
21800,2.27,4,2,3,63.0,54.0,15710
21804,2.03,4,1,1,62.6,55.0,13357
21806,2.02,2,3,1,61.1,58.0,18236
21813,2.01,2,3,3,63.3,60.0,10772
21816,2.0,1,1,7,63.6,62.0,6521
21818,2.01,0,3,4,66.1,53.0,15888
21822,2.27,1,1,0,59.3,61.0,17051
21837,2.03,3,3,4,62.1,56.0,18139
21856,2.0,4,2,1,61.4,57.0,16407
21893,2.0,2,1,4,61.9,60.0,14403
21895,2.2,3,3,1,61.2,59.0,17265
21909,2.15,3,3,3,62.2,56.0,12458
21915,2.06,3,3,3,62.6,58.0,12677
21930,2.51,4,3,3,62.0,57.0,17162
21941,2.0,4,3,1,61.8,57.0,18062
21951,2.0,2,3,3,61.0,57.0,14340
22009,2.03,2,2,4,59.9,57.0,17297
22011,2.01,3,3,3,62.5,62.0,11825
22057,2.07,3,5,3,60.7,59.0,18611
22062,2.2,3,1,0,61.7,59.0,15201
22101,2.06,2,5,7,58.7,61.0,9789
22108,2.01,3,1,1,62.3,59.0,12048
22175,2.21,4,3,3,61.9,56.0,13615
22186,2.04,3,3,0,60.7,61.0,18104
22201,2.02,1,5,3,61.9,61.0,15261
22241,2.25,4,2,3,60.7,56.0,11104
22325,2.05,3,7,3,60.0,58.0,12891
22357,2.01,2,3,1,63.1,56.0,11825
22429,2.01,1,2,4,59.0,64.0,11115
22441,2.0,2,1,2,63.0,59.0,15076
22442,2.03,3,3,4,62.6,59.0,18139
22444,2.01,4,4,1,62.2,56.0,18741
22567,2.03,3,3,1,61.7,59.0,16900
22614,2.01,0,1,1,64.4,61.0,11212
22647,2.04,0,6,3,65.4,55.0,12799
22659,2.0,4,3,4,62.4,55.0,15451
22678,2.11,3,3,3,60.9,59.0,12633
22698,2.1,2,2,1,59.9,61.0,15474
22700,2.01,3,2,3,62.1,56.0,14428
22769,2.5,3,3,7,59.9,60.0,8467
22812,2.0,0,3,3,55.3,65.0,11202
22831,2.16,4,3,1,61.9,57.0,17820
22839,2.06,4,2,3,62.3,57.0,14428
22861,2.01,0,3,3,65.8,63.0,13587
22878,2.53,3,3,3,59.6,59.0,17591
22931,2.16,2,4,3,62.6,55.0,15166
22940,2.74,2,3,3,63.3,58.0,17184
22955,2.03,4,5,3,61.4,58.0,18535
22974,2.08,4,2,3,62.0,56.0,11886
22988,2.01,3,2,4,59.5,60.0,13003
22993,2.07,3,3,1,61.1,58.0,13844
23048,2.0,4,5,3,62.9,56.0,17534
23092,2.01,1,6,1,63.8,55.0,15093
23179,2.01,2,2,4,59.6,62.0,15919
23195,2.06,1,1,1,64.1,56.0,11854
23196,2.0,1,3,1,63.3,59.0,17600
23201,2.0,2,1,3,59.8,60.0,11792
23219,2.72,0,1,7,68.2,56.0,6870
23241,2.01,3,4,1,61.8,60.0,18077
23255,2.01,3,3,3,62.3,60.0,14558
23264,2.18,2,4,3,61.0,60.0,17475
23273,2.03,1,3,3,59.6,61.0,14720
23290,2.3,4,2,3,61.8,57.0,16181
23302,2.01,4,3,1,62.1,56.0,14725
23326,2.0,4,3,1,61.8,57.0,12654
23366,2.03,3,1,3,60.9,60.0,12078
23469,2.08,3,1,4,60.3,59.0,14933
23499,2.03,0,3,1,65.4,58.0,14646
23500,2.0,3,1,3,60.9,54.0,11106
23501,2.01,2,1,1,61.7,59.0,14125
23512,2.08,3,4,3,62.2,60.0,12883
23528,2.01,4,6,3,62.2,57.0,17688
23537,2.01,3,3,4,60.1,61.0,17068
23544,2.05,3,2,0,60.3,59.0,12766
23607,2.01,3,1,1,59.8,57.0,10412
23616,2.06,3,3,3,60.0,60.0,16098
23641,2.06,3,2,1,60.8,60.0,15716
23651,2.11,3,1,3,61.0,58.0,12440
23698,2.02,3,2,1,62.5,59.0,16191
23765,2.17,4,2,1,60.4,56.0,17381
23785,2.5,0,1,3,66.9,58.0,14652
23814,2.04,3,2,7,59.3,61.0,8408
23856,2.01,3,2,1,61.0,60.0,12617
23858,2.01,1,2,3,64.6,57.0,12681
23864,2.01,3,6,3,62.6,58.0,14502
23882,2.18,2,2,3,63.3,58.0,12220
23892,2.32,2,3,3,60.6,58.0,18508
23896,2.08,3,3,3,62.8,60.0,12655
23904,2.18,3,4,3,61.9,60.0,18003
23939,2.14,3,2,3,62.1,58.0,12970
23962,2.03,2,2,4,61.4,59.0,15826
23976,2.22,4,2,3,62.7,61.0,14416
24034,2.01,4,3,1,62.2,56.0,18252
24085,2.01,4,3,1,65.1,56.0,16733
24095,2.01,2,2,1,64.1,57.0,15145
24111,2.02,1,2,3,61.0,62.0,12927
24182,2.21,3,3,3,61.3,60.0,14032
24213,2.2,3,3,3,58.2,59.0,11147
24237,2.14,3,4,3,60.4,59.0,17673
24303,2.17,4,2,1,62.1,57.0,16716
24305,2.07,3,2,4,61.2,58.0,18193
24339,2.25,3,1,1,61.8,61.0,16004
24395,2.29,0,1,4,57.0,66.0,13701
24411,2.35,3,2,3,59.9,58.0,17294
24473,2.0,2,3,3,62.6,56.0,15446
24475,2.01,3,5,3,61.3,61.0,17746
24492,2.0,3,2,3,61.3,59.0,14208
24518,2.01,3,2,0,62.9,62.0,17068
24526,2.01,3,1,0,60.1,59.0,15185
24558,2.04,0,6,3,67.4,56.0,12454
24573,2.01,4,3,3,62.8,57.0,14364
24625,2.03,3,2,1,59.8,59.0,12844
24634,2.01,1,2,4,63.6,57.0,16003
24722,2.01,1,4,3,63.6,59.0,15977
24733,2.02,2,3,3,62.3,58.0,15064
24768,2.0,2,2,1,59.8,59.0,15053
24812,2.21,3,4,3,62.4,60.0,17525
24835,2.22,2,1,3,62.8,57.0,13579
24847,2.04,2,2,4,60.3,59.0,17315
24871,2.02,3,4,3,63.0,59.0,15014
24880,2.1,4,2,1,61.6,57.0,12168
24891,2.01,3,2,4,60.3,62.0,15939
24953,2.02,3,2,0,60.5,62.0,14238
24956,2.16,2,2,1,58.5,60.0,17772
24959,2.04,2,3,1,62.5,61.0,17952
24974,2.03,0,4,3,64.9,59.0,14687
24980,2.0,0,3,1,61.2,50.0,13764
24995,2.0,0,3,1,65.1,56.0,14430
25002,2.01,3,2,3,59.2,60.0,13574
25048,3.01,3,1,3,60.7,59.0,18710
25054,2.05,4,1,0,61.4,59.0,16793
25059,2.0,3,3,1,62.6,56.0,17760
25063,2.04,3,2,1,62.2,57.0,16942
25115,2.49,4,1,1,63.8,54.0,16915
25122,2.28,3,3,3,62.1,59.0,18055
25152,2.14,3,4,3,60.1,58.0,12792
25171,2.6,3,1,3,58.3,61.0,17209
25193,2.08,4,3,1,61.7,58.0,17469
25195,2.01,2,4,1,63.1,59.0,18741
25216,2.04,4,3,3,62.0,56.0,16319
25251,2.08,3,3,3,60.0,60.0,11851
25268,2.09,4,2,1,61.4,56.0,16704
25314,2.0,2,2,4,59.5,62.0,15510
25341,2.0,3,6,3,62.2,56.0,17760
25345,2.12,3,3,3,62.3,58.0,12693
25393,2.5,0,3,3,64.9,58.0,13278
25431,2.3,4,1,4,62.4,56.0,16062
25436,2.16,4,1,0,61.4,55.0,18462
25445,2.43,0,4,3,64.5,57.0,14975
25455,2.0,3,3,1,62.0,56.0,15096
25486,2.0,4,5,3,61.6,57.0,13351
25508,2.01,3,3,1,60.6,59.0,13387
25510,2.0,0,3,3,65.3,55.0,10752
25530,2.45,4,1,4,60.4,56.0,18113
25575,3.24,3,3,7,62.1,58.0,12300
25606,2.12,4,5,3,62.3,57.0,17730
25613,2.23,2,1,3,60.5,61.0,12655
25620,2.02,1,2,4,57.9,62.0,16593
25725,2.0,3,1,4,61.5,59.0,13552
25804,2.0,2,1,4,60.7,60.0,13542
25861,2.18,4,2,4,62.0,57.0,13769
25878,2.01,3,3,1,58.2,62.0,16287
25883,2.2,3,4,1,60.5,55.0,18193
25974,2.09,4,2,3,61.2,57.0,13933
25982,2.55,3,2,3,62.9,58.0,14351
25993,2.01,2,4,1,63.5,60.0,15038
26003,2.14,3,1,3,58.4,58.0,10306
26008,2.0,1,1,1,64.2,61.0,11988
26032,2.0,1,4,1,64.2,59.0,17902
26052,2.53,4,1,3,61.5,53.0,15993
26072,2.21,3,3,1,61.1,58.0,13983
26076,2.03,2,2,3,62.2,54.0,14239
26085,2.01,2,1,4,62.1,60.0,12683
26098,2.0,1,4,7,63.9,58.0,6854
26110,2.02,1,6,3,58.8,61.0,18236
26122,2.43,3,1,4,62.2,57.0,18692
26137,2.1,4,3,3,63.0,57.0,16629
26147,2.18,4,2,3,62.5,55.0,15850
26237,2.06,1,3,3,63.7,57.0,16512
26251,2.01,2,2,3,60.5,59.0,14637
26258,2.15,3,1,1,62.4,60.0,13746
26270,2.01,4,4,3,61.9,57.0,17555
26318,2.11,2,6,3,62.4,61.0,17871
26355,2.01,1,3,4,57.8,60.0,18561
26374,2.07,4,3,3,63.5,53.0,18198
26429,2.11,4,3,3,60.0,56.0,12226
26439,2.0,1,4,3,58.1,64.0,11041
26475,2.01,0,7,3,66.9,57.0,16086
26483,2.4,4,2,3,63.8,58.0,17039
26557,2.22,0,1,7,66.7,56.0,5607
26569,2.12,3,1,3,62.3,61.0,12140
26572,2.12,2,1,3,62.3,61.0,12030
26631,2.12,3,6,3,58.3,59.0,18120
26644,2.0,2,3,1,62.7,56.0,17247
26661,2.13,4,3,1,62.2,55.0,18275
26672,2.12,4,7,3,62.9,55.0,12707
26698,2.02,3,1,1,61.6,58.0,12431
26789,2.05,2,2,3,62.8,56.0,14071
26794,2.0,3,3,7,59.7,62.0,6344
